p_noise,score,label,round
0.0,0.890172313556272,1,4
0.5,-0.2402740173821163,-1,4
0.25,0.3249491480870781,1,4
0.375,0.04233756535248134,1,4
0.4375,-0.09896822601481725,-1,4
0.40625,-0.028315330331168065,-1,4
0.390625,0.007011117510656639,1,4
0.3984375,-0.010652106410255824,-1,4
0.39453125,-0.0018204944497990372,-1,4
0.392578125,0.002595311530428024,1,4
0.3935546875,0.00038740854031393823,1,4
0.39404296875,-0.0007165429547428825,-1,4
0.393798828125,-0.00016456720721458318,-1,4
0.3936767578125,0.00011142066655045468,1,4
0.39373779296875,-2.6573270332397314e-05,-1,4
0.393707275390625,4.242369810913971e-05,1,4
0.3937225341796875,7.925213888482219e-06,1,4
0.39373016357421875,-9.324028221735503e-06,-1,4
0.3937263488769531,-6.994071666266422e-07,-1,4
0.3937244415283203,3.612903361149833e-06,1,4
0.3937253952026367,1.45674809748364e-06,1,4
0.3937258720397949,3.786704652064543e-07,1,4
0.0,0.8785248466692246,1,8
0.5,-0.13547986275213608,-1,8
0.25,0.37152249195854403,1,8
0.375,0.11802131460320298,1,8
0.4375,-0.008729274074466664,-1,8
0.40625,0.05464602026436882,1,8
0.421875,0.022958373094951856,1,8
0.4296875,0.007114549510242041,1,8
0.43359375,-0.0008073622821123116,-1,8
0.431640625,0.0031535936140649756,1,8
0.4326171875,0.001173115665976443,1,8
0.43310546875,0.00018287669193206568,1,8
0.433349609375,-0.00031224279508990094,-1,8
0.4332275390625,-6.468305157891763e-05,-1,8
0.43316650390625,5.909682017679607e-05,1,8
0.433197021484375,-2.7931157007277108e-06,-1,8
0.4331817626953125,2.8151852237368047e-05,1,8
0.43318939208984375,1.2679368267765057e-05,1,8
0.4331932067871094,4.94312628385174e-06,1,8
0.4331951141357422,1.075005291006903e-06,1,8
0.4331960678100586,-8.590552047493816e-07,-1,8
0.4331955909729004,1.0797504312876072e-07,1,8
0.0,0.8430759876033589,1,12
0.5,-0.13918991962877436,-1,12
0.25,0.3519430339872913,1,12
0.375,0.10637655717925831,1,12
0.4375,-0.016406681224758524,-1,12
0.40625,0.044984937977250006,1,12
0.421875,0.01428912837624563,1,12
0.4296875,-0.0010587764242566688,-1,12
0.42578125,0.006615175975994925,1,12
0.427734375,0.002778199775868684,1,12
0.4287109375,0.0008597116758064516,1,12
0.42919921875,-9.953237422477557e-05,-1,12
0.428955078125,0.00038008965079061596,1,12
0.4290771484375,0.0001402786382829202,1,12
0.42913818359375,2.0373132028073115e-05,1,12
0.429168701171875,-3.957962109812918e-05,-1,12
0.4291534423828125,-9.603244534694966e-06,-1,12
0.42914581298828125,5.3849437469111194e-06,1,12
0.4291496276855469,-2.109150394558057e-06,-1,12
0.42914772033691406,1.6378966762875535e-06,1,12
0.42914867401123047,-2.356268584691179e-07,-1,12
0.42914819717407227,7.011349083541063e-07,1,12
0.0,0.8843783186520786,1,16
0.5,-0.11529682869603475,-1,16
0.25,0.38454074497802204,1,16
0.375,0.13462195814099398,1,16
0.4375,0.009662564722479505,1,16
0.46875,-0.052817131986778065,-1,16
0.453125,-0.021577283632149058,-1,16
0.4453125,-0.005957359454834776,-1,16
0.44140625,0.0018526026338223645,1,16
0.443359375,-0.002052378410506206,-1,16
0.4423828125,-9.988788834180973e-05,-1,16
0.44189453125,0.0008763573727403884,1,16
0.442138671875,0.00038823474219928933,1,16
0.4422607421875,0.00014417342692851776,1,16
0.44232177734375,2.2142769293465037e-05,1,16
0.442352294921875,-3.887255952439439e-05,-1,16
0.4423370361328125,-8.364895115242632e-06,-1,16
0.44232940673828125,6.888937088556091e-06,1,16
0.4423332214355469,-7.379790130102037e-07,-1,16
0.44233131408691406,3.075479037883966e-06,1,16
0.44233226776123047,1.1687500123258587e-06,1,16
0.44233274459838867,2.153854994357829e-07,1,16
0.0,1.000001336296748,1,20
0.5,-0.032061017819911664,-1,20
0.25,0.48397015923841824,1,20
0.375,0.22595457070925296,1,20
0.4375,0.09694677644467053,1,20
0.46875,0.032442879312379436,1,20
0.484375,0.00019093074623399708,1,20
0.4921875,-0.015935043536838833,-1,20
0.48828125,-0.007872056395302307,-1,20
0.486328125,-0.003840562824534821,-1,20
0.4853515625,-0.001824816039150079,-1,20
0.48486328125,-0.0008169426464579299,-1,20
0.484619140625,-0.00031300595011174437,-1,20
0.4844970703125,-6.103760193942875e-05,-1,20
0.48443603515625,6.494657214717314e-05,1,20
0.484466552734375,1.9544851046493505e-06,1,20
0.4844818115234375,-2.954155841772277e-05,-1,20
0.48447418212890625,-1.3793536656203642e-05,-1,20
0.4844703674316406,-5.919525776221235e-06,-1,20
