time,score,size,b_value
0.2898611106812968,1.0053903443752468,53,-1.7509051995897789
0.5797222213625935,0.9993475191664785,79,-1.4098107396761503
0.8695833320438904,0.9957261048284074,85,-1.3257081911156627
1.159444442725187,0.9961704418496171,77,-1.3144550017909702
