p_noise,score,entropy,label,round
0.0,0.991825154276037,2.3003151999731237,1,4
0.5,-1.2937964027418876,2.9808736902775133,-1,4
0.25,-0.7592166611554216,2.8383630616548516,-1,4
0.125,-0.11127022452552948,2.64219333167845,-1,4
0.0625,0.3740242843344088,2.497092146262392,1,4
0.09375,0.11597917864094742,2.5746615364999466,1,4
0.109375,-0.001348883260968714,2.6095649065082975,-1,4
0.1015625,0.056371026865398965,2.592410477729394,1,4
0.10546875,0.02727732559236995,2.6010603002937542,1,4
0.107421875,0.012906070209606879,2.6053305509701983,1,4
0.1083984375,0.005764091440848773,2.6074521905943597,1,4
0.10888671875,0.0022039830451403564,2.6085096609173437,1,4
0.109130859375,0.00042664518885526803,2.6090375614190737,1,4
0.1092529296875,-0.0004613451421171533,2.6093013033422157,-1,4
0.10919189453125,-1.740651186477038e-05,2.6091694497312754,-1,4
0.109161376953125,0.00020460520359733003,2.609103509913582,1,4
0.1091766357421875,9.359581227808e-05,2.6091364809069377,1,4
0.10918426513671875,3.809376682628596e-05,2.6091529655902215,1,4
0.10918807983398438,1.0343406637636221e-05,2.6091612077285253,1,4
0.10918998718261719,-3.5316078232927595e-06,2.609165328746845,-1,4
0.10918903350830078,3.4058856048790886e-06,2.6091632682419217,1,4
0.10918951034545898,-6.286456022408515e-08,2.6091642984954424,-1,4
0.0,1.1884939495557956,2.0056131829286694,1,8
0.5,-1.1870229389198494,2.9694773494736904,-1,8
0.25,-0.9120405356728288,2.8279374557547077,-1,8
0.125,-0.3105032834159812,2.594923882691767,-1,8
0.0625,0.28261474812527143,2.383088197741254,1,8
0.09375,-0.04657915415851832,2.501267465532321,-1,8
0.078125,0.10911511597308987,2.4458176182932263,1,8
0.0859375,0.029139119382420198,2.4743676258431933,1,8
0.08984375,-0.009240471096067404,2.488014568110454,-1,8
0.087890625,0.00981775547550412,2.481241456595929,1,8
0.0888671875,0.00025593285854608183,2.4846404611922788,1,8
0.08935546875,-0.004500423678692522,2.486330609502336,-1,8
0.089111328125,-0.0021242868930271275,2.485486311217858,-1,8
0.0889892578125,-0.0009346877436680057,2.4850635804434797,-1,8
0.08892822265625,-0.0003395051686490014,2.484852069411394,-1,8
0.088897705078125,-4.1818092135104123e-05,2.4847462774544584,-1,8
0.0888824462890625,0.00010704939823935611,2.484693372362055,1,8
0.08889007568359375,3.2613656897551024e-05,2.484719825667862,1,8
0.08889389038085938,-4.60271664626255e-06,2.4847330517510535,-1,8
0.08889198303222656,1.4005345367662514e-05,2.4847264387569323,1,8
0.08889293670654297,4.7012831709825065e-06,2.4847297452658608,1,8
0.08889341354370117,4.9275464819587e-08,2.484731398511424,1,8
0.0,1.0005743855449365,1.6210264915069443,1,12
0.5,-1.21074903369033,2.9410738076321903,-1,12
0.25,-0.7874773864373505,2.685264658904575,-1,12
0.125,-0.25753035518520107,2.321492694708104,-1,12
0.0625,0.23941360576535065,2.0421312334006374,1,12
0.09375,-0.035998566628417494,2.1929024578185436,-1,12
0.078125,0.0942762222761393,2.1206930521550333,1,12
0.0859375,0.02737191094481961,2.1575314616411476,1,12
0.08984375,-0.00474403860891548,2.1753938902024,-1,12
0.087890625,0.011204896383277596,2.166507681141899,1,12
0.0888671875,0.0032033401485320745,2.1709619380962577,1,12
0.08935546875,-0.0007771000968577191,2.17318069010222,-1,12
0.089111328125,0.0012114296481180453,2.172072009597538,1,12
0.0892333984375,0.0002167425140626733,2.172626523535132,1,12
0.08929443359375,-0.0002802843152018841,2.172903650216373,-1,12
0.089263916015625,-3.179728671787174e-05,2.172765097728127,-1,12
0.0892486572265625,9.246601648538189e-05,2.1726958133450918,1,12
0.08925628662109375,3.033271566810214e-05,2.1727304562149286,1,12
0.08926010131835938,-7.326978186394939e-07,2.172747777141102,-1,12
0.08925819396972656,1.4799905850182427e-05,2.1727391167204084,1,12
0.08925914764404297,7.033578246939953e-06,2.172743446941354,1,12
0.08925962448120117,3.1504337718590847e-06,2.1727456120438773,1,12
0.0,0.9911177780361722,0.8802263712528144,1,16
0.5,-1.3694500378771866,2.9821140457980007,-1,16
0.25,-0.699643707587083,2.5516635673031627,-1,16
0.125,-0.1497938010178519,1.955878179827676,-1,16
0.0625,0.30952445162386777,1.5157043115349111,1,16
0.09375,0.05765275129957281,1.7511516281196469,1,16
0.109375,-0.051012969277118625,1.8569466703455229,-1,16
0.1015625,0.0020115874848229964,1.8049492131486926,1,16
0.10546875,-0.024818457290110674,1.831167264809344,-1,16
0.103515625,-0.011484026101304279,1.8181137516210328,-1,16
0.1025390625,-0.004756512034980176,1.8115454482593663,-1,16
0.10205078125,-0.0013775536496227758,1.808250833297929,-1,16
0.101806640625,0.0003157417950370167,1.806600900272707,1,16
0.1019287109375,-0.000531224422851917,1.8074260858720894,-1,16
0.10186767578125,-0.00010782097341932584,1.8070135478660092,-1,16
0.101837158203125,0.00010394049147710582,1.8068072377705031,1,16
0.1018524169921875,-1.9452202468794866e-06,1.8069103962431996,-1,16
0.10184478759765625,5.099639072714268e-05,1.80685881786313,1,16
0.10184860229492188,2.452527402696525e-05,1.80688460726723,1,16
0.10185050964355469,1.1289949087833762e-05,1.806897501808731,1,16
0.1018514633178711,4.67234497003588e-06,1.8069039490393446,1,16
0.1018519401550293,1.363557498912371e-06,1.806907172644618,1,16
0.0,1.0752853864847791,2.3623582425805383,1,20
0.5,-1.1729417795605206,2.9923677641252633,-1,20
0.25,-0.9167061976978823,2.8550559527552357,-1,20
0.125,-0.2969835953642682,2.6701419923041962,-1,20
0.0625,0.2672291776681879,2.5369694533300264,1,20
0.09375,-0.041429309930586244,2.6077526373807327,-1,20
0.078125,0.10580122030939654,2.5735028361304346,1,20
0.0859375,0.030470683724311387,2.5909002538710677,1,20
0.08984375,-0.005900867157714318,2.599393090310567,-1,20
0.087890625,0.01217861893984451,2.5951635134182762,1,20
0.0888671875,0.0031124166032698852,2.597282489349215,1,20
0.08935546875,-0.0014008260071265433,2.5983388338742457,-1,20
0.089111328125,0.0008541433558266753,2.5978109229748916,1,20
0.0892333984375,-0.00027375409113128413,2.5980749437212696,-1,20
0.08917236328125,0.00029009141347424716,2.5979429496777624,1,20
0.089202880859375,8.142859891702159e-06,2.598008950781247,1,20
0.0892181396484375,-0.00013281206550974645,2.5980419482716064,-1,20
0.08921051025390625,-6.233621533557887e-05,2.5980254497815243,-1,20
0.08920669555664062,-2.709708086046092e-05,2.5980172003451623,-1,20
0.08920478820800781,-9.477211269537378e-06,2.598013075579148,-1,20
0.0892038345336914,-6.672008858732426e-07,2.5980110131841836,-1,20
0.0892033576965332,3.7378232031759495e-06,2.5980099819837132,1,20
0.0,1.1205066977390523,2.4233260268301637,1,24
0.5,-1.149643234570309,2.998726129955133,-1,24
0.25,-0.9720826182420151,2.861911762194907,-1,24
0.125,-0.36341749425350034,2.6852858980784147,-1,24
0.0625,0.23208059167141726,2.5662102545279426,1,24
0.09375,-0.09696189221081153,2.628519640023844,-1,24
0.078125,0.05911759202327538,2.598079138832815,1,24
0.0859375,-0.02095247490065555,2.613475057727789,-1,24
0.08203125,0.018565142644773047,2.605821360495249,1,24
0.083984375,-0.0013217796569076068,2.6096592306398003,-1,24
0.0830078125,0.008589498753438951,2.607743056396325,1,24
0.08349609375,0.0036258332014378336,2.608701833040934,1,24
0.083740234375,0.0011500225990332957,2.6091807041358503,1,24
0.0838623046875,-8.63792707983535e-05,2.609420010451061,-1,24
0.08380126953125,0.0005316964409822766,2.6093003680605933,1,24
0.083831787109375,0.00022262728401734044,2.609360191947445,1,24
0.0838470458984375,6.811618192958946e-05,2.609390101872137,1,24
0.08385467529296875,-9.133500530777994e-06,2.609405056329818,-1,24
0.08385086059570312,2.9490851666036377e-05,2.6093975791430326,1,24
0.08385276794433594,1.0178553310424832e-05,2.609401317746938,1,24
0.08385372161865234,5.224958254945733e-07,2.6094031870410053,1,24
