p_noise,score,entropy,label,round
0.46527099609375,8.159465192103532e-05,2.7961607550319894,1,64
0.465301513671875,1.2687478519790574e-05,2.796183708504147,1,64
0.4653167724609375,-2.176610818027669e-05,2.796195184736207,-1,64
0.46530914306640625,-4.539314830465102e-06,2.7961894466621775,-1,64
0.4653053283691406,4.074081844995803e-06,2.7961865775936627,1,64
0.46530723571777344,-2.3261649273464968e-07,2.7961880121305454,-1,64
0.46530628204345703,1.9207326757975096e-06,2.79618729486276,1,64
0.46530675888061523,8.440580911983631e-07,2.796187653496817,1,64
0.0,1.2073010806773368,2.429481946070584,1,68
0.5,0.030714896943637493,2.853287616007342,1,68
0.75,-0.5575781949232118,2.9610382040313006,-1,68
0.625,-0.2634316489897873,2.9152878910058515,-1,68
0.5625,-0.11635837602307508,2.8863027091075804,-1,68
0.53125,-0.04282173953971902,2.8702991563619595,-1,68
0.515625,-0.00605342129804054,2.861919558536833,-1,68
0.5078125,0.012330737822798365,2.8576351610892834,1,68
0.51171875,0.003138658262379135,2.8597852490211917,1,68
0.513671875,-0.0014573815178311467,2.860854375585843,-1,68
0.5126953125,0.0008406383722743271,2.8603203053155415,1,68
0.51318359375,-0.00030837157277785465,2.860587463696059,-1,68
0.512939453125,0.0002661333997480142,2.8604539153180912,1,68
0.5130615234375,-2.1119086515364316e-05,2.86052069721003,-1,68
0.51300048828125,0.00012250715661643596,2.8604873081898132,1,68
0.513031005859375,5.06940350504248e-05,2.8605040031813576,1,68
0.5130462646484375,1.4787474267752287e-05,2.860512350316052,1,68
0.5130538940429688,-3.1658061234729473e-06,2.8605165237931307,-1,68
0.5130500793457031,5.81083407213967e-06,2.860514437062114,1,68
0.5130519866943359,1.3225139741113168e-06,2.8605154804295028,1,68
0.5130529403686523,-9.216460747918376e-07,2.860516002111787,-1,68
0.5130524635314941,2.00433949437695e-07,2.860515741270763,1,68
0.0,0.9153295235508379,0.307141225976567,1,72
0.5,-0.158729468819933,2.283265085990398,-1,72
0.25,0.3783000273654531,1.5132694542830876,1,72
0.375,0.10978527927276027,1.9335058300125845,1,72
0.4375,-0.02447209477358614,2.1166040189708144,-1,72
0.40625,0.04265659224958673,2.027160101096084,1,72
0.421875,0.009092248738000741,2.0724008548081234,1,72
0.4296875,-0.007689923017793365,2.0946313082774406,-1,72
0.42578125,0.0007011628601039099,2.083548398133426,1,72
0.427734375,-0.0034943800788447277,2.0890979197241513,-1,72
0.4267578125,-0.0013966086093699648,2.0863251771190354,-1,72
0.42626953125,-0.00034772287463313845,2.0849372923704363,-1,72
0.426025390625,0.0001767199927351637,2.084242971462662,1,72
0.4261474609375,-8.550144094932044e-05,2.0845901634661423,-1,72
0.42608642578125,4.5609275893143675e-05,2.0844165753521864,1,72
0.426116943359375,-1.9946082527644293e-05,2.0845033713810617,-1,72
0.4261016845703125,1.283159668274969e-05,2.084459973859605,1,72
0.42610931396484375,-3.5572429224473012e-06,2.0844816727435784,-1,72
0.4261054992675781,4.6371768800401725e-06,2.0844708233324027,1,72
0.42610740661621094,5.399669786854133e-07,2.0844762480456924,1,72
0.42610836029052734,-1.5086379721029886e-06,2.084478960396561,-1,72
0.42610788345336914,-4.843354963757207e-07,2.084477604221609,-1,72
0.0,1.1940029077578038,2.0278996570006984,1,76
0.5,-0.02500931213370916,2.772206428539195,-1,76
0.25,0.5844967978120474,2.4870543017003928,1,76
0.375,0.27974374283916936,2.6457174426728356,1,76
0.4375,0.1273672153527292,2.7126955904421597,1,76
0.46875,0.051178951609510026,2.7433588913059297,1,76
0.484375,0.013084819737900766,2.7580069426807974,1,76
0.4921875,-0.005962246197904308,2.7651624486334088,-1,76
0.48828125,0.0035612867699978956,2.7615986736600764,1,76
0.490234375,-0.0012004797139533174,2.763384050917173,-1,76
0.4892578125,0.001180403528022289,2.762492235317832,1,76
0.48974609375,-1.0038092965736212e-05,2.7629383613011873,-1,76
0.489501953125,0.0005851827175280544,2.7627153528646144,1,76
0.4896240234375,0.0002875723122821583,2.7628268707205277,1,76
0.48968505859375,0.00013876710965776695,2.762882619420121,1,76
0.489715576171875,6.43645083466815e-05,2.762910491212952,1,76
0.4897308349609375,2.7163207690472646e-05,2.762924426470142,1,76
0.48973846435546875,8.56255736203515e-06,2.7629313939389326,1,76
0.4897422790527344,-7.377678015174638e-07,2.762934877633377,-1,76
0.48974037170410156,3.91239478059191e-06,2.7629331357894835,1,76
0.48974132537841797,1.5873134893151786e-06,2.762934006712262,1,76
0.48974180221557617,4.247728440098797e-07,2.762934442173028,1,76
0.0,1.005687716050164,1.837409311632558,1,80
0.5,-0.07756416814772837,2.7570817798313647,-1,80
0.25,0.4640617739512183,2.4390494742035846,1,80
0.375,0.19324880290174518,2.618096907595753,1,80
0.4375,0.057842317377008845,2.692064984840883,1,80
0.46875,-0.009860925385359876,2.7256455770108143,-1,80
0.453125,0.023990695995824263,2.7091285177057265,1,80
0.4609375,0.007064885305232416,2.7174546714788286,1,80
0.46484375,-0.001398020040063841,2.721566947967837,-1,80
0.462890625,0.0028334326325845094,2.7195150257983083,1,80
0.4638671875,0.0007177062962604452,2.7205420396248883,1,80
0.46435546875,-0.0003401568719019199,2.7210547568229835,-1,80
0.464111328125,0.0001887747121793737,2.72079846400041,1,80
0.4642333984375,-7.569107986071799e-05,2.7209266268533354,-1,80
0.46417236328125,5.654181615866172e-05,2.720862549537593,1,80
0.464202880859375,-9.574631850917115e-06,2.7208945892231053,-1,80
0.4641876220703125,2.3483592153983324e-05,2.7208785696372644,1,80
0.46419525146484375,6.954480151755149e-06,2.720886579494413,1,80
0.4641990661621094,-1.310075850025072e-06,2.7208905843748163,-1,80
0.46419715881347656,2.822202150642994e-06,2.7208885819386293,1,80
0.46419811248779297,7.560631509750948e-07,2.720889583157726,1,80
0.46419858932495117,-2.770063500801001e-07,2.7208900837665224,-1,80
0.0,1.0323630502010381,1.9964948480136187,1,84
0.5,-0.09845557522086312,2.765064112486876,-1,84
0.25,0.4669537374900874,2.471471940283532,1,84
0.375,0.18424908113461247,2.634842316804391,1,84
0.4375,0.04289675295687445,2.7037932503220543,1,84
0.46875,-0.027779411131994447,2.7353619049277236,-1,84
0.453125,0.007558670912440224,2.7198138392357842,1,84
0.4609375,-0.010110370109777334,2.727646545450809,-1,84
0.45703125,-0.0012758495986688878,2.723744908225298,-1,84
0.455078125,0.003141410656885446,2.721783058769588,1,84
0.4560546875,0.0009327805291088342,2.722764903992944,1,84
0.45654296875,-0.00017153453478035985,2.7232551361379627,-1,84
0.456298828125,0.00038062299716457026,2.7230100775845205,1,84
0.4564208984375,0.00010454423119221623,2.723132621239525,1,84
0.45648193359375,-3.349515179396079e-05,2.72319388228313,-1,84
0.456451416015625,3.5524539699238744e-05,2.723163252659947,1,84
0.4564666748046875,1.0146939526389787e-06,2.7231785676961904,1,84
0.45647430419921875,-1.6240228920327837e-05,2.723186225045823,-1,84
0.4564704895019531,-7.6127674839554516e-06,2.7231823963850474,-1,84
