p_noise,score,label,round
0.0,1.006915772283822,1,4
0.5,-1.2802494352561293,-1,4
0.25,-0.7483474906598792,-1,4
0.125,-0.09490633761899248,-1,4
0.0625,0.3918592098886049,1,4
0.09375,0.1334066820513784,1,4
0.109375,0.01560783778021202,1,4
0.1171875,-0.04054394310096776,-1,4
0.11328125,-0.012693723240567945,-1,4
0.111328125,0.0014003909163444739,1,4
0.1123046875,-0.005660801704715279,-1,4
0.11181640625,-0.002133743163238888,-1,4
0.111572265625,-0.0003675610509010774,-1,4
0.1114501953125,0.0005161936402235945,1,4
0.11151123046875,7.426097911555907e-05,1,4
0.111541748046875,-0.00014666386383188623,-1,4
0.1115264892578125,-3.620489946110084e-05,-1,4
0.11151885986328125,1.9027175536479035e-05,1,4
0.11152267456054688,-8.58907803280573e-06,-1,4
0.11152076721191406,5.2189947332692554e-06,1,4
0.11152172088623047,-1.6850551536329306e-06,-1,4
0.11152124404907227,1.7669664134079e-06,1,4
0.0,1.0501334345397837,1,8
0.5,-1.2373251955996183,-1,8
0.25,-0.9872320525693818,-1,8
0.125,-0.4088714822480579,-1,8
0.0625,0.16699744644736514,1,8
0.09375,-0.15297659198863323,-1,8
0.078125,-0.0017327291154303204,-1,8
0.0703125,0.08034959398528452,1,8
0.07421875,0.0387501064362461,1,8
0.076171875,0.01837063134886341,1,8
0.0771484375,0.008284625980387705,1,8
0.07763671875,0.003267390714380758,1,8
0.077880859375,0.0007651943105231318,1,8
0.0780029296875,-0.00048430115744291236,-1,8
0.07794189453125,0.00014031309190110086,1,8
0.077972412109375,-0.00017202739819333068,-1,8
0.0779571533203125,-1.586549521848113e-05,-1,8
0.07794952392578125,6.222171273329025e-05,1,8
0.07795333862304688,2.317758736603004e-05,1,8
0.07795524597167969,3.655915726596959e-06,1,8
0.0779561996459961,-6.10482233254217e-06,-1,8
0.07795572280883789,-1.224461448900982e-06,-1,8
0.0,0.9456570895219296,1,12
0.5,-1.221692320798669,-1,12
0.25,-0.7932285974921102,-1,12
0.125,-0.2761522918549537,-1,12
0.0625,0.20642428724104578,1,12
0.09375,-0.06097900789152,-1,12
0.078125,0.06551171703019754,1,12
0.0859375,0.000552717125431812,1,12
0.08984375,-0.030630758222162546,-1,12
0.087890625,-0.01514475832347184,-1,12
0.0869140625,-0.007322623170366471,-1,12
0.08642578125,-0.0033916247632219676,-1,12
0.086181640625,-0.0014211243964556974,-1,12
0.0860595703125,-0.0004346216105197698,-1,12
0.08599853515625,5.894322235699967e-05,1,12
0.086029052734375,-0.00018786532268721956,-1,12
0.0860137939453125,-6.446758296219102e-05,-1,12
0.08600616455078125,-2.7638135828844668e-06,-1,12
0.08600234985351562,2.808929605691013e-05,1,12
0.08600425720214844,1.2662639156113542e-05,1,12
0.08600521087646484,4.949387266695027e-06,1,12
0.08600568771362305,1.0927804614535575e-06,1,12
0.0,1.0075442929971221,1,16
0.5,-1.3771012216724938,-1,16
0.25,-0.6871621987851649,-1,16
0.125,-0.1321424128707469,-1,16
0.0625,0.3275348280923194,1,16
0.09375,0.07570355427534059,1,16
0.109375,-0.03310962685739138,-1,16
0.1015625,0.020002057882069657,1,16
0.10546875,-0.006868243802185425,-1,16
0.103515625,0.006487147882375366,1,16
0.1044921875,-0.0002103438339431385,-1,16
0.10400390625,0.0031334351210758893,1,16
0.104248046875,0.00146030616302939,1,16
0.1043701171875,0.0006246715747659781,1,16
0.10443115234375,0.0002070865079926154,1,16
0.104461669921875,-1.647999203102657e-06,-1,16
0.1044464111328125,0.0001027144197904839,1,16
0.10445404052734375,5.053200171101224e-05,1,16
0.10445785522460938,2.4441699117083715e-05,1,16
0.10445976257324219,1.1396774424854428e-05,1,16
0.1044607162475586,4.874368727536549e-06,1,16
0.1044611930847168,1.613180041104556e-06,1,16
