p_noise,score,label,round
0.0,1.006915772283822,1,4
0.5,-0.13666683148615344,-1,4
0.25,0.4351244703988353,1,4
0.375,0.14922881945634026,1,4
0.4375,0.006280993985094074,1,4
0.46875,-0.06519291875053024,-1,4
0.453125,-0.029455962382718415,-1,4
0.4453125,-0.011587484198813058,-1,4
0.44140625,-0.00265324510685927,-1,4
0.439453125,0.0018138744391169581,1,4
0.4404296875,-0.0004196853338711559,-1,4
0.43994140625,0.0006970945526227901,1,4
0.440185546875,0.0001387046093759281,1,4
0.4403076171875,-0.00014049036224839107,-1,4
0.44024658203125,-8.928764358984154e-07,-1,4
0.440216064453125,6.890586647001484e-05,1,4
0.4402313232421875,3.400649501683617e-05,1,4
0.44023895263671875,1.65568092895807e-05,1,4
0.4402427673339844,7.831966427174208e-06,1,4
0.4402446746826172,3.469544996193008e-06,1,4
0.4402456283569336,1.2883342797032071e-06,1,4
0.4402461051940918,1.9772892168035128e-07,1,4
0.0,1.0501334345397837,1,8
0.5,-0.0935958805299173,-1,8
0.25,0.4782687770049332,1,8
0.375,0.19233644823750784,1,8
0.4375,0.04937028385379483,1,8
0.46875,-0.022112798338061346,-1,8
0.453125,0.013628742757866963,1,8
0.4609375,-0.004242027790096969,-1,8
0.45703125,0.004693357483885441,1,8
0.458984375,0.00022566484689390265,1,8
0.4599609375,-0.0020081814716013113,-1,8
0.45947265625,-0.0008912583123532603,-1,8
0.459228515625,-0.0003327967327297898,-1,8
0.4591064453125,-5.356594291794359e-05,-1,8
0.45904541015625,8.604945198786851e-05,1,8
0.459075927734375,1.6241754535295527e-05,1,8
0.4590911865234375,-1.866209419176812e-05,-1,8
0.45908355712890625,-1.2101698283473183e-06,-1,8
0.4590797424316406,7.5157923531410376e-06,1,8
0.45908164978027344,3.1528112627299265e-06,1,8
0.45908260345458984,9.713207174133487e-07,1,8
0.45908308029174805,-1.1942455491187332e-07,-1,8
0.0,0.9456570895219296,1,12
0.5,-0.13801761563836967,-1,12
0.25,0.40381973694177975,1,12
0.375,0.13290106065170515,1,12
0.4375,-0.0025582774933321506,-1,12
0.40625,0.0651713915791865,1,12
0.421875,0.031306557042927174,1,12
0.4296875,0.014374139774797179,1,12
0.43359375,0.005907931140732847,1,12
0.435546875,0.0016748268237001263,1,12
0.4365234375,-0.0004417253348161232,-1,12
0.43603515625,0.0006165507444420015,1,12
0.436279296875,8.741270481271712e-05,1,12
0.4364013671875,-0.00017715631500170304,-1,12
0.43634033203125,-4.487180509427091e-05,-1,12
0.436309814453125,2.127044985944515e-05,1,12
0.4363250732421875,-1.1800677617079813e-05,-1,12
0.43631744384765625,4.734886121182669e-06,1,12
0.4363212585449219,-3.5328957479485723e-06,-1,12
0.43631935119628906,6.009951867280705e-07,1,12
0.43632030487060547,-1.4659502807212732e-06,-1,12
0.43631982803344727,-4.3247754777375746e-07,-1,12
0.0,1.0075442929971221,1,16
0.5,-0.18477846433768574,-1,16
0.25,0.4113829143297181,1,16
0.375,0.11330222499601605,1,16
0.4375,-0.0357381196708344,-1,16
0.40625,0.03878205266259127,1,16
0.421875,0.00152196649587788,1,16
0.4296875,-0.01710807658747804,-1,16
0.42578125,-0.007793055045799635,-1,16
0.423828125,-0.0031355442749612106,-1,16
0.4228515625,-0.0008067888895408881,-1,16
0.42236328125,0.000357588803168829,1,16
0.422607421875,-0.00022460004318647364,-1,16
0.4224853515625,6.649437999106667e-05,1,16
0.42254638671875,-7.905283159770349e-05,-1,16
0.422515869140625,-6.279225803318411e-06,-1,16
0.4225006103515625,3.0107577093874127e-05,1,16
0.42250823974609375,1.191417564538888e-05,1,16
0.4225120544433594,2.8174749207021677e-06,1,16
0.4225139617919922,-1.730875441419144e-06,-1,16
0.4225130081176758,5.432997398635564e-07,1,16
0.422513484954834,-5.937878502226823e-07,-1,16
