p_noise,score,label,round
0.0,1.0398167225737818,1,4
0.5,-1.321704907824428,-1,4
0.25,-0.7455528773611826,-1,4
0.125,-0.07178940048867988,-1,4
0.0625,0.4220320286519559,1,4
0.09375,0.16046370272845034,1,4
0.109375,0.040783905620675354,1,4
0.1171875,-0.01637678443071544,-1,4
0.11328125,0.011983250529263634,1,4
0.115234375,-0.002251620386116926,-1,4
0.1142578125,0.004852073638424326,1,4
0.11474609375,0.001296794773154586,1,4
0.114990234375,-0.00047827033122005425,-1,4
0.1148681640625,0.0004090477849529872,1,4
0.11492919921875,-3.466487528425155e-05,-1,4
0.114898681640625,0.00018717805343992922,1,4
0.1149139404296875,7.625323883608814e-05,1,4
0.11492156982421875,2.0793344229330657e-05,1,4
0.11492538452148438,-6.935974912636311e-06,-1,4
0.11492347717285156,6.928632311886673e-06,1,4
0.11492443084716797,-3.684387017699464e-09,-1,4
0.11492395401000977,3.4624706903851887e-06,1,4
0.0,1.0895178718368281,1,8
0.5,-1.2219816435588375,-1,8
0.25,-0.9645168671778445,-1,8
0.125,-0.38296511266114885,-1,8
0.0625,0.19732806291424554,1,8
0.09375,-0.12527829586070527,-1,8
0.078125,0.027158896286063827,1,8
0.0859375,-0.05117842448590659,-1,8
0.08203125,-0.012551418480261312,-1,8
0.080078125,0.007166807112201523,1,8
0.0810546875,-0.002726347889557168,-1,8
0.08056640625,0.002211695277808623,1,8
0.080810546875,-0.0002594569127023494,-1,8
0.0806884765625,0.0009755861590137194,1,8
0.08074951171875,0.00035793141376583293,1,8
0.080780029296875,4.920395399454769e-05,1,8
0.0807952880859375,-0.00010513480276275189,-1,8
0.08078765869140625,-2.796750532652048e-05,-1,8
0.08078384399414062,1.061770408572471e-05,1,8
0.08078575134277344,-8.675030680471707e-06,-1,8
0.08078479766845703,9.71304188412958e-07,1,8
0.08078527450561523,-3.851871375193383e-06,-1,8
0.0,0.9662527374172247,1,12
0.5,-1.216080279401513,-1,12
0.25,-0.8145915777447499,-1,12
0.125,-0.30386323893718803,-1,12
0.0625,0.1914456484670659,1,12
0.09375,-0.08447881996994089,-1,12
0.078125,0.04565481035064378,1,12
0.0859375,-0.02126968071401736,-1,12
0.08203125,0.011715988244172637,1,12
0.083984375,-0.004894453556773204,-1,12
0.0830078125,0.0033811744861840243,1,12
0.08349609375,-0.0007640138042368516,-1,12
0.083251953125,0.0013067337847552096,1,12
0.0833740234375,0.00027089872508945234,1,12
0.08343505859375,-0.0002466728091530257,-1,12
0.083404541015625,1.2084134735745877e-05,1,12
0.0834197998046875,-0.00011730154228728473,-1,12
0.08341217041015625,-5.26105051366077e-05,-1,12
0.08340835571289062,-2.02636355521868e-05,-1,12
0.08340644836425781,-4.089862997602722e-06,-1,12
0.0834054946899414,3.997107721476212e-06,1,12
0.08340597152709961,-4.638467521189682e-08,-1,12
0.0,1.0808538680470634,1,16
0.5,-1.3010931099979939,-1,16
0.25,-0.642577406075062,-1,16
0.125,-0.09343025151153794,-1,16
0.0625,0.3754978060709879,1,16
0.09375,0.11748151907333715,1,16
0.109375,0.006794700414692434,1,16
0.1171875,-0.044548858498144606,-1,16
0.11328125,-0.019194192192443227,-1,16
0.111328125,-0.006280212691454734,-1,16
0.1103515625,0.00023697729217575514,1,16
0.11083984375,-0.003026665549975549,-1,16
0.110595703125,-0.0013961084368312449,-1,16
0.1104736328125,-0.0005798819427980106,-1,16
0.11041259765625,-0.00017153145463444375,-1,16
0.110382080078125,3.2703131850331246e-05,1,16
0.1103973388671875,-6.941910754765246e-05,-1,16
0.11038970947265625,-1.8359224460473555e-05,-1,16
0.11038589477539062,7.1716445331215795e-06,1,16
0.11038780212402344,-5.593867253184115e-06,-1,16
0.11038684844970703,7.888693183133455e-07,1,16
0.11038732528686523,-2.4025037979047426e-06,-1,16
0.0,1.0883534303759361,1,20
0.5,-1.1697593642930983,-1,20
0.25,-0.9193612120027179,-1,20
0.125,-0.303777523997912,-1,20
0.0625,0.2649595372629199,1,20
0.09375,-0.046942003503050334,-1,20
0.078125,0.10162323338228152,1,20
0.0859375,0.025559122711383386,1,20
0.08984375,-0.011128889489900873,-1,20
0.087890625,0.007104772107613178,1,20
0.0888671875,-0.0020395215243025344,-1,20
0.08837890625,0.0025257442039916533,1,20
0.088623046875,0.00024139299236125566,1,20
0.0887451171875,-0.0008994936124642194,-1,20
0.08868408203125,-0.00032915767671370944,-1,20
0.088653564453125,-4.3909187598112354e-05,-1,20
0.0886383056640625,9.873519055614288e-05,1,20
0.08864593505859375,2.7411323581860714e-05,1,20
0.08864974975585938,-8.24935147436534e-06,-1,20
0.08864784240722656,9.580881185744516e-06,1,20
0.08864879608154297,6.657386382169506e-07,1,20
0.08864927291870117,-3.7918129720537763e-06,-1,20
0.0,1.2472537521632932,1,24
0.5,-1.1625179911021142,-1,24
0.25,-0.9540038461491388,-1,24
0.125,-0.29373095311111963,-1,24
0.0625,0.3323400967196761,1,24
0.09375,-0.011922837548733023,-1,24
0.078125,0.15183188564623773,1,24
0.0859375,0.0679339650270454,1,24
0.08984375,0.027509414605280336,1,24
0.091796875,0.007670361962099026,1,24
0.0927734375,-0.0021568314087725415,-1,24
0.09228515625,0.002749099655746212,1,24
0.092529296875,0.00029421987264877103,1,24
0.0926513671875,-0.000931784061669827,-1,24
0.09259033203125,-0.0003189017015412521,-1,24
0.092559814453125,-1.237082040894677e-05,-1,24
