p_noise,score,entropy,label
0.0,0.9956471686473161,1.5829706980260614,1
0.5,-0.11753972445403993,3.3550612345318545,-1
0.25,0.43905372209663796,2.6642653832935568,1
0.375,0.16075699882129868,3.041081720701375,1
0.4375,0.02160863718362971,3.2054054624414214,1
0.46875,-0.04796554363520533,3.282029269361708,-1
0.453125,-0.013178453225788367,3.2441700668572317,-1
0.4453125,0.004215091978920782,3.224901485528313,1
0.44921875,-0.0044816806234337925,3.2345641344787546,-1
0.447265625,-0.00013329432225650528,3.2297399083297784,-1
0.4462890625,0.0020408988283318052,3.2273224726255396,1
0.44677734375,0.000953802253037761,3.2285316342614925,1
0.447021484375,0.0004102539653907389,3.229135882224138,1
0.4471435546875,0.00013847982156733885,3.2294379230069064,1
0.44720458984375,2.592749655194737e-06,3.2295889226005583,1
0.447235107421875,-6.535078630043323e-05,3.2296644171981876,-1
0.4472198486328125,-3.13790183223972e-05,3.2296266703326326,-1
0.44721221923828125,-1.439313433349021e-05,3.2296077965749106,-1
0.4472084045410156,-5.900192339147736e-06,3.229598359614813,-1
0.4472064971923828,-1.6537213418654773e-06,3.229593641114455,-1
0.4472055435180664,4.695141564425853e-07,3.2295912818591983,1
0.4472060203552246,-5.921035928224683e-07,3.2295924614872513,-1
