p_noise,score,entropy,label
0.0,1.0000842731249753,2.15808329241756,1
0.5,-0.15395442211738253,3.538226231851563,-1
0.25,0.4230649255037964,3.0155492508042827,1
0.375,0.13455525169320603,3.3030183923946974,1
0.4375,-0.009699585212087136,3.4266584296950997,-1
0.40625,0.06242783324055967,3.3663917428602725,1
0.421875,0.026364124014236268,3.396906999174158,1
0.4296875,0.008332269401074566,3.4118774729502235,1
0.43359375,-0.0006836579055067293,3.41929155583615,-1
0.431640625,0.003824305747783585,3.415590425950234,1
0.4326171875,0.0015703239211379838,3.417442467465841,1
0.43310546875,0.0004433330078155162,3.4183673806307264,1
0.433349609375,-0.00012016244884516247,3.418829560458014,-1
0.4332275390625,0.00016158527948495482,3.4185984936030556,1
0.43328857421875,2.0711415319452087e-05,3.418714032794888,1
0.433319091796875,-4.972551676307724e-05,3.4187717980674988,-1
0.4333038330078125,-1.4507050721812575e-05,3.4187429157914595,-1
0.43329620361328125,3.1021822990418e-06,3.4187284743832413,1
0.4333000183105469,-5.702434211052321e-06,3.418735695109867,-1
0.43329811096191406,-1.3001259557832157e-06,3.4187320847521843,-1
0.43329715728759766,9.010281714072477e-07,3.41873027956912,1
0.43329763412475586,-1.995488918549171e-07,3.418731182161003,-1
