p_noise,score,entropy,label
0.0,0.8947677495561202,2.379817452975063,1
0.5,-1.0368039095496802,3.517020158074961,-1
0.25,-0.5539109947732302,3.4534978150645492,-1
0.125,0.04970514869733256,3.203077980111572,1
0.1875,-0.28228373021147724,3.3646825374716207,-1
0.15625,-0.12383449255045442,3.2951302024575373,-1
0.140625,-0.038950972374906856,3.252249916113335,-1
0.1328125,0.004905513049126453,3.2284979083190177,1
0.13671875,-0.01714062344091194,3.240576150982156,-1
0.134765625,-0.006147028640398178,3.234588349439262,-1
0.1337890625,-0.0006281261567622209,3.231556055634795,-1
0.13330078125,0.002136851355900582,3.230030225882582,1
0.133544921875,0.0007539020769988802,3.230793950202779,1
0.1336669921875,6.277282947553253e-05,3.231175205088728,1
0.13372802734375,-0.0002827054463037104,3.2313656808803892,-1
0.133697509765625,-0.00010997350407904172,3.2312704556171963,-1
0.1336822509765625,-2.3602136217881764e-05,3.231222833511494,-1
0.13367462158203125,1.958489689979359e-05,3.231199020089792,1
0.13367843627929688,-2.00873209132979e-06,3.2312109269980556,-1
0.13367652893066406,8.788054296271497e-06,3.2312049735932775,1
0.13367748260498047,3.3896540754252413e-06,3.2312079503080056,1
0.13367795944213867,6.904592353418337e-07,3.2312094386561143,1
