p_noise,score,entropy,label
0.0,0.8202490241111926,2.0077511684667426,1
0.5,-0.9220733446959709,2.4625792637426898,-1
0.25,-0.34346433195741777,2.600643414900254,-1
0.125,0.1490160001785381,2.4338018144415545,1
0.1875,-0.11753846449126515,2.5403698192178252,-1
0.15625,0.010406469709085098,2.4933886924413113,1
0.171875,-0.054867356489216146,2.5183772265006565,-1
0.1640625,-0.022559747594035562,2.506266129491115,-1
0.16015625,-0.006159460547147555,2.499924369026445,-1
0.158203125,0.0021027372355904017,2.4966809214626684,1
0.1591796875,-0.0020335457490969766,2.498308723768701,-1
0.15869140625,3.329875203883503e-05,2.4974963446251808,1
0.158935546875,-0.0010004476253460126,2.4979029144009974,-1
0.1588134765625,-0.0004836554834803941,2.497699724601329,-1
0.15875244140625,-0.00022519862931869028,2.4975980583899733,-1
0.158721923828125,-9.595500477455055e-05,2.497547207452339,-1
0.1587066650390625,-3.132939293104542e-05,2.4975217775250242,-1
0.15869903564453125,9.843629094064e-07,2.497509061446676,1
0.15870285034179688,-1.5172594172163656e-05,2.4975154195787423,-1
0.15870094299316406,-7.094135420659953e-06,2.497512240535933,-1
0.15869998931884766,-3.054891203779775e-06,2.4975106509971106,-1
0.15869951248168945,-1.0352653840861592e-06,2.497509856223346,-1
