p_noise,score,entropy,label
0.0,0.9513224015578918,2.0484381653228767,1
0.5,-1.1955218883626604,3.9156375274557758,-1
0.25,-0.9397308140581189,3.6602624005542674,-1
0.125,-0.4578670971180644,3.1962197066401683,-1
0.0625,0.07242583881470588,2.7801097848467564,1
0.09375,-0.22745897143095706,3.010298703249883,-1
0.078125,-0.08719825942853765,2.9016397442135142,-1
0.0703125,-0.009940250708405207,2.842631184816034,-1
0.06640625,0.03058699872345727,2.8118312057740704,1
0.068359375,0.010161612291523348,2.82734350284973,1
0.0693359375,7.051142343006411e-05,2.835015077648465,1
0.06982421875,-0.004944878246764484,2.838830022742432,-1
0.069580078125,-0.002439689773502174,2.836924278275066,-1
0.0694580078125,-0.001185216292404867,2.8359701106354755,-1
0.06939697265625,-0.0005575092797289738,2.835492702392346,-1
0.069366455078125,-0.00024353814769884075,2.835253917093258,-1
0.0693511962890625,-8.652316805202176e-05,2.835134504140359,-1
0.06934356689453125,-8.008323919117544e-06,2.8350747925869464,-1
0.06933975219726562,3.125093683742364e-05,2.8350449355408593,1
0.06934165954589844,1.1621153231944348e-05,2.835059864169689,1
0.06934261322021484,1.8063763498332719e-06,2.8350673284047643,1
0.06934309005737305,-3.100983360981857e-06,2.835071060502466,-1
