p_noise,score,entropy,label
0.0,0.8646253597844333,2.348685961455959,1
0.5,-1.2173855005670433,3.9022170723282836,-1
0.25,-0.9759349878415147,3.7341484887687137,-1
0.125,-0.44686272956389017,3.391803009549936,-1
0.0625,0.07038460350425835,3.043779395503741,1
0.09375,-0.21669780999601929,3.240850019507548,-1
0.078125,-0.08096353328913564,3.149188635372422,-1
0.0703125,-0.0073341547567669085,3.09838270813477,-1
0.06640625,0.031002008689695826,3.071581990157276,1
0.068359375,0.011704647792852185,3.085104100646805,1
0.0693359375,0.0021531156119525274,3.0917734255944307,1
0.06982421875,-0.0025985287939456203,3.0950855211828947,-1
0.069580078125,-0.00022471182978800464,3.093431343293133,-1
0.0694580078125,0.0009637002142963702,3.0926028527146694,1
0.06951904296875,0.00036936881896232343,3.0930172149720905,1
0.069549560546875,7.229715700063366e-05,3.0932243083622355,1
0.0695648193359375,-7.621517007327938e-05,3.093327833133537,-1
0.06955718994140625,-1.9609650458995986e-06,3.093276072574545,-1
0.06955337524414062,3.516760633859306e-05,3.0932501909250765,1
0.06955528259277344,1.660319823826306e-05,3.0932631318639787,1
0.06955623626708984,7.321085993217125e-06,3.093269602247802,1
0.06955671310424805,2.680052823444967e-06,3.093272837418309,1
