p_noise,score,entropy,label
0.0,0.7400955471752673,1.5963541217473154,1
0.5,-0.3227868099710707,3.355491237510344,-1
0.25,0.20865436860209874,2.671965101538356,1
0.375,-0.0570662206844863,3.044918519286143,-1
0.3125,0.07579407395880589,2.8669545239739778,1
0.34375,0.009363926637159459,2.957947930328328,1
0.359375,-0.02385114702366309,3.0019243577677774,-1
0.3515625,-0.007243610193251815,2.980060283873516,-1
0.34765625,0.001060158221954488,2.969035320617718,1
0.349609375,-0.0030917259856486634,2.9745555828889017,-1
0.3486328125,-0.0010157838818471987,2.9717973997297213,-1
0.34814453125,2.2187170052978544e-05,2.970416847522065,1
0.348388671875,-0.000496798355896777,2.971107245418596,-1
0.3482666015625,-0.00023730559292189923,2.970762076924049,-1
0.34820556640625,-0.00010755921143390523,2.9705894698371806,-1
0.348175048828125,-4.268602069079641e-05,2.970503160583241,-1
0.3481597900390625,-1.0249425318464844e-05,2.970460004528567,-1
0.34815216064453125,5.96887236725685e-06,2.970438426144298,1
0.3481559753417969,-2.140276475603997e-06,2.970449215366178,-1
0.34815406799316406,1.914297945715404e-06,2.970443820762675,1
0.34815502166748047,-1.129892648332742e-07,2.970446518066286,-1
0.34815454483032227,9.006543406631096e-07,2.970445169414943,1
