p_noise,score,entropy,label
0.0,0.8251240373685911,2.000482817470423,1
0.5,-0.2875928694231136,3.477133792721957,-1
0.25,0.26876558397273875,2.9092912066275445,1
0.375,-0.009413642725186966,3.2200312350934834,-1
0.3125,0.129675970623776,3.071988356572612,1
0.34375,0.0601311639492943,3.1477403056128814,1
0.359375,0.025358760612054,3.184308212609826,1
0.3671875,0.007972558943433405,3.2022741883438974,1
0.37109375,-0.0007205418908771133,3.2111786918638123,-1
0.369140625,0.003626008526278035,3.206732951823729,1
0.3701171875,0.001452733317700572,3.2089574476689737,1
0.37060546875,0.00036609571341195135,3.2100684759612976,1
0.370849609375,-0.000177223088732692,3.2106236854287125,-1
0.3707275390625,9.443631233985172e-05,3.2103461060781098,1
0.37078857421875,-4.139338819686422e-05,3.21048490209868,-1
0.370758056640625,2.652146207093864e-05,3.210415505674775,1
0.3707733154296875,-7.43596306240768e-06,3.2104502042833145,-1
0.37076568603515625,9.542749505042636e-06,3.210432855078194,1
0.3707695007324219,1.0533932208733887e-06,3.2104415297055398,1
0.3707714080810547,-3.1912849209891903e-06,3.2104458670006246,-1
0.3707704544067383,-1.0689458500579008e-06,3.2104436983546325,-1
0.3707699775695801,-7.776314481233726e-09,3.2104426140304745,-1
