p_noise,score,entropy,label
0.0,0.7000712605255426,1.7827077112086032,1
0.5,-0.8998216148784468,2.803262487786092,-1
0.25,-0.49984839602744935,2.7451513322859227,-1
0.125,0.00011812753629758532,2.5176289302353316,1
0.1875,-0.2748634604237641,2.664202432356611,-1
0.15625,-0.1436222479882805,2.6010108139381245,-1
0.140625,-0.07331445561212835,2.562134520037823,-1
0.1328125,-0.03698876288444919,2.5406266835742275,-1
0.12890625,-0.01853296738570931,2.5293195929068606,-1
0.126953125,-0.0092318323526146,2.523522928455397,-1
0.1259765625,-0.004562955515136524,2.5205881879173835,-1
0.12548828125,-0.0022239397661631966,2.5191116353171217,-1
0.125244140625,-0.0010532875591193758,2.5183710532935315,-1
0.1251220703125,-0.0004676753724583982,2.518000184576364,-1
0.12506103515625,-0.00017479775834128297,2.5178146056316835,-1
0.125030517578125,-2.8341071087290004e-05,2.517721779992827,-1
0.1250152587890625,4.4891742588148986e-05,2.517675358129267,1
0.12502288818359375,8.274963245735734e-06,2.5176985698147987,1
0.12502670288085938,-1.0033147046950575e-05,2.517710175092245,-1
0.12502479553222656,-8.791151824283361e-07,2.5177043725006305,-1
0.12502384185791016,3.6979182107543807e-06,2.517701471169491,1
0.12502431869506836,1.4094000602149492e-06,2.517702921838005,1
