p_noise,trace_witness,label,round
0.03989982604980469,-3.559169414604074e-06,1,72
0.039900779724121094,1.4856511582252846e-06,-1,72
0.03990030288696289,-1.0367591281625066e-06,1,72
0.0,-1.6040606032904108,1,76
0.5,1.1027214534667875,-1,76
0.25,-0.2506695749118115,1,76
0.375,0.42602593927748816,-1,76
0.3125,0.0876781821828384,-1,76
0.28125,-0.08149569636448656,1,76
0.296875,0.0030912429091758814,-1,76
0.2890625,-0.03920222672765536,1,76
0.29296875,-0.018055491909239663,1,76
0.294921875,-0.007482124500031939,1,76
0.2958984375,-0.0021954407954280775,1,76
0.29638671875,0.0004479010568738742,-1,76
0.296142578125,-0.0008737698692770496,1,76
0.2962646484375,-0.00021293440620162585,1,76
0.29632568359375,0.00011748332533623174,-1,76
0.296295166015625,-4.772554043255828e-05,1,76
0.2963104248046875,3.487889245178122e-05,-1,76
0.29630279541015625,-6.423323990437102e-06,1,76
0.2963066101074219,1.4227784230651241e-05,-1,76
0.29630470275878906,3.902230120145234e-06,-1,76
0.29630374908447266,-1.2605469352083842e-06,1,76
0.29630422592163086,1.3208415926141415e-06,-1,76
0.0,-2.3264852974990067,1,80
0.5,0.35491961367619296,-1,80
0.25,-0.9857828419114072,1,80
0.375,-0.31543161411760673,1,80
0.4375,0.019743999779293198,-1,80
0.40625,-0.14784380716915702,1,80
0.421875,-0.0640499036949318,1,80
0.4296875,-0.022152951957819356,1,80
0.43359375,-0.0012044760892632733,1,80
0.435546875,0.009269761845014934,-1,80
0.4345703125,0.004032642877875969,-1,80
0.43408203125,0.0014140833943061537,-1,80
0.433837890625,0.00010480365252152346,-1,80
0.4337158203125,-0.0005498362183707917,1,80
0.43377685546875,-0.0002225162829245786,1,80
0.433807373046875,-5.8856315201472054e-05,1,80
0.4338226318359375,2.2973668659997948e-05,-1,80
0.43381500244140625,-1.7941323270598275e-05,1,80
0.4338188171386719,2.5161726946443252e-06,-1,80
0.43381690979003906,-7.712575288087997e-06,1,80
0.43381786346435547,-2.5982012965553025e-06,1,80
0.43381834030151367,-4.1014300955488636e-08,1,80
0.0,-0.9402884021291094,1,84
0.5,1.520506588943109,-1,84
0.25,0.2901090934070001,-1,84
0.125,-0.32508965436105464,1,84
0.1875,-0.017490280477027303,1,84
0.21875,0.13630940646498627,-1,84
0.203125,0.059409562993979426,-1,84
0.1953125,0.020959641258476075,-1,84
0.19140625,0.0017346803907242747,-1,84
0.189453125,-0.007877800043151417,1,84
0.1904296875,-0.0030715598262136823,1,84
0.19091796875,-0.0006684397177447177,1,84
0.191162109375,0.0005331203364899173,-1,84
0.1910400390625,-6.765969062724753e-05,1,84
0.19110107421875,0.00023273032293097407,-1,84
0.191070556640625,8.253531615184939e-05,-1,84
0.1910552978515625,7.437812762300933e-06,-1,84
0.19104766845703125,-3.0110938932542686e-05,1,84
0.19105148315429688,-1.1336563085273532e-05,1,84
0.1910533905029297,-1.9493751613752774e-06,1,84
0.1910543441772461,2.7442188004211943e-06,-1,84
0.1910538673400879,3.9742181948132504e-07,-1,84
